fsdownload_num,article_id,title,data_citation,data_doi,paper_title,paper_doi,license
254,5242132,U-Pb-Hf isotopes and trace elements of metasomatic zircon delimit the evolution of neoproterozoic Capane ophiolite in the southern Brasiliano Orogen,U–Pb–Hf isotopes and trace elements of metasomatic zircon delimit the evolution of neoproterozoic Capané ophiolite in the southern Brasiliano Orogen. Taylor & Francis. Arena Karine R.; Hartmann Léo A.; Lana Cristiano.,10.6084/m9.figshare.5242132.v1,U–Pb–Hf isotopes and trace elements of metasomatic zircon delimit the evolution of neoproterozoic Capané ophiolite in the southern Brasiliano Orogen,10.1080/00206814.2017.1355269,CC BY 4.0
255,12859708,Late Cretaceous adakitic rocks from the western Tibetan Plateau: implications for the subduction of the Neo-Tethys Ocean,Late Cretaceous adakitic rocks from the western Tibetan Plateau: implications for the subduction of the Neo-Tethys Ocean. Taylor & Francis. Wang Wei; Zhai Qing-Guo; Hu Pei-Yuan; Chung Sun-Lin; Tang Yue; Wang Hai-Tao; et al..,10.6084/m9.figshare.12859708.v1,Late Cretaceous adakitic rocks from the western Tibetan Plateau: implications for the subduction of the Neo-Tethys Ocean,10.1080/00206814.2020.1805803,CC BY 4.0
257,12998867,Migmatites in the Dabie orogen,Xia Qiong-Xia (2020): Migmatites in the Dabie orogen. figshare. Dataset. https://doi.org/10.6084/m9.figshare.12998867.v1,10.6084/m9.figshare.12998867.v1,,,CC BY 4.0
258,1378877,Zircon U-Pb geochronology and Hf isotopic constraints on the petrogenesis of Early Triassic granites in the Wulonggou area of the Eastern Kunlun Orogen Northwest China,Zircon U–Pb geochronology and Hf isotopic constraints on the petrogenesis of Early Triassic granites in the Wulonggou area of the Eastern Kunlun Orogen Northwest China. Taylor & Francis. Ding Qing-Feng; Liu Fei; Yan Wei.,10.6084/m9.figshare.1378877.v3,Zircon U–Pb geochronology and Hf isotopic constraints on the petrogenesis of Early Triassic granites in the Wulonggou area of the Eastern Kunlun Orogen Northwest China,10.1080/00206814.2015.1029541,CC BY 4.0
259,11466981,Sedimentary response to the non-synchronous closure of Paleo-Asian Ocean: evidence from U-Pb ages and Hf isotopic compositions of detrital zircons from the Linxi Formation NE China,Sedimentary response to the non-synchronous closure of Paleo-Asian Ocean: evidence from U-Pb ages and Hf isotopic compositions of detrital zircons from the Linxi Formation NE China. Taylor & Francis. Wang Xi; Ren Yun-Sheng; Zhang Yang; Zhao Dong-Sheng.,10.6084/m9.figshare.11466981.v1,Sedimentary response to the non-synchronous closure of Paleo-Asian Ocean: evidence from U-Pb ages and Hf isotopic compositions of detrital zircons from the Linxi Formation NE China,10.1080/00206814.2019.1706650,CC BY 4.0
262,10329308,An A1-type granite that borders A2-type: insights from the geochemical characteristics of the Zongyang A-type granite in the Lower Yangtze River Belt China,An A<sub>1</sub>-type granite that borders A<sub>2</sub>-type: insights from the geochemical characteristics of the Zongyang A-type granite in the Lower Yangtze River Belt China. Taylor & Francis. Jiang Xiao-Yan; Wu Kai; Luo Jin-Cheng; Zhang Li-Peng; Sun Wei Dong; Xia Xiao-Ping.,10.6084/m9.figshare.10329308.v1,An A<sub>1</sub>-type granite that borders A<sub>2</sub>-type: insights from the geochemical characteristics of the Zongyang A-type granite in the Lower Yangtze River Belt China,10.1080/00206814.2019.1689534,CC BY 4.0
266,3479078,Decoding Neoarchaean to Palaeoproterozoic tectonothermal events in the Rangnim Massif North Korea: regional correlation and broader implications,Decoding Neoarchaean to Palaeoproterozoic tectonothermal events in the Rangnim Massif North Korea: regional correlation and broader implications. Taylor & Francis. Zhang Xiaohui; Zhang Yanbin; Zhai Mingguo; Wu Fuyuan; Hou Quanlin; Yuan Lingling.,10.6084/m9.figshare.3479078.v1,Decoding Neoarchaean to Palaeoproterozoic tectonothermal events in the Rangnim Massif North Korea: regional correlation and broader implications,10.1080/00206814.2016.1198995,CC BY 4.0
271,12408134,Supporting Information.docx,Xu Lei-Luo (2020): Supporting Information.docx. figshare. Journal contribution. https://doi.org/10.6084/m9.figshare.12408134.v1,10.6084/m9.figshare.12408134.v1,,,CC BY 4.0
272,12909836,Supplemental Material: Petrogenesis of Ordovician granitoids in Western Kunlun NW Tibetan Plateau: Insights into the evolution of the Proto-Tethys Ocean,Wang Peng; Zhao Guochun; al. et (2020): Supplemental Material: Petrogenesis of Ordovician granitoids in Western Kunlun NW Tibetan Plateau: Insights into the evolution of the Proto-Tethys Ocean. Geological Society of America. Journal contribution. https://doi.org/10.1130/GSAB.S.12909836.v1,10.1130/GSAB.S.12909836.v1,Petrogenesis of Ordovician granitoids in Western Kunlun NW Tibetan Plateau: Insights into the evolution of the Proto-Tethys Ocean,10.1130/B35740.1,CC BY-NC 4.0
274,12083259,Early Carboniferous back-arc rifting-related magmatism in southern Tibet: Implications for the history of the Lhasa terrane separation from Gondwana,Wang Xuhui; Lang Xinghai; Tang Juxing; Deng Yulin; He Qing; Xie Fuwei; et al. (2020): Early Carboniferous back-arc rifting-related magmatism in southern Tibet: Implications for the history of the Lhasa terrane separation from Gondwana. figshare. Dataset. https://doi.org/10.6084/m9.figshare.12083259.v3,10.6084/m9.figshare.12083259.v3,,,CC BY 4.0
278,6953345,1.74 Ga crustal melting after rifting at the northern Indian margin: investigation of mylonitic orthogneisses in the Kathmandu area central Nepal,1.74 Ga crustal melting after rifting at the northern Indian margin: investigation of mylonitic orthogneisses in the Kathmandu area central Nepal. Taylor & Francis. Imayama Takeshi; Arita Kazunori; Fukuyama Mayuko; Yi Keewook; Kawabata Ryoichi.,10.6084/m9.figshare.6953345.v1,1.74 Ga crustal melting after rifting at the northern Indian margin: investigation of mylonitic orthogneisses in the Kathmandu area central Nepal,10.1080/00206814.2018.1504329,CC BY 4.0
279,3453743,Gondwana margin evolution from zircon REE O and Hf signatures of Western Province gneisses Zealandia,Hiess Joe; Yi Keewook; Woodhead Jon; Ireland Trevor; Rattenbury Mark (2016): Gondwana margin evolution from zircon REE O and Hf signatures of Western Province gneisses Zealandia. Geological Society of London. Journal contribution. https://doi.org/10.6084/m9.figshare.3453743.v1,10.6084/m9.figshare.3453743.v1,Gondwana margin evolution from zircon REE O and Hf signatures of Western Province gneisses Zealandia,10.1144/SP389.10,CC BY 4.0
283,13185302,Subduction initiation of the Neo-Tethys oceanic lithosphere by collision�induced subduction transference,Wang Xuhui; Lang Xinghai; Klemd Reiner; Deng Yuling; Tang Juxing; He Qing; et al. (2020): Subduction initiation of the Neo-Tethys oceanic lithosphere by collision‐induced subduction transference. figshare. Dataset. https://doi.org/10.6084/m9.figshare.13185302.v2,10.6084/m9.figshare.13185302.v2,,,CC BY 4.0
284,6049280,Partial melting of subducted Southern Qiangtang crust in northern Tibet: evidence from the geochemistry and geochronology of the Riwanchaka granodiorite porphyry in Central Qiangtang,Partial melting of subducted Southern Qiangtang crust in northern Tibet: evidence from the geochemistry and geochronology of the Riwanchaka granodiorite porphyry in Central Qiangtang. Taylor & Francis. Wu Hao; Xu Wei; Li Cai; Sun Shulin; Jiang Qingyuan.,10.6084/m9.figshare.6049280.v2,Partial melting of subducted Southern Qiangtang crust in northern Tibet: evidence from the geochemistry and geochronology of the Riwanchaka granodiorite porphyry in Central Qiangtang,10.1080/00206814.2018.1455159,CC BY 4.0
297,11365343,Tectonic mechanism and evolution of eastern China during the Early Cretaceous: a view from magmatism in the middle to Southern Tan-Lu fault zone,Tectonic mechanism and evolution of eastern China during the Early Cretaceous: a view from magmatism in the middle to Southern Tan-Lu fault zone. Taylor & Francis. Kang Yuelan; Shi Yuruo; Anderson J. Lawford.,10.6084/m9.figshare.11365343.v1,Tectonic mechanism and evolution of eastern China during the Early Cretaceous: a view from magmatism in the middle to Southern Tan-Lu fault zone,10.1080/00206814.2019.1700400,CC BY 4.0
299,12085035,Resolving tectonic settings of ancient magmatic suites using structural geochemical and isotopic constraints: the example of the St Peter Suite southern Australia,Resolving tectonic settings of ancient magmatic suites using structural geochemical and isotopic constraints: the example of the St Peter Suite southern Australia. Taylor & Francis. Reid A. J.; Pawley M. J.; Wade C.; Jagodzinski E. A.; Dutch R. A.; Armstrong R..,10.6084/m9.figshare.12085035.v1,Resolving tectonic settings of ancient magmatic suites using structural geochemical and isotopic constraints: the example of the St Peter Suite southern Australia,10.1080/08120099.2019.1632224,CC BY 4.0
300,4729672,Petrogenesis and tectonic implications of late Mesozoic granitoids in southern Anhui Province southeastern China,Petrogenesis and tectonic implications of late Mesozoic granitoids in southern Anhui Province southeastern China. Taylor & Francis. Xie Jiancheng; Fang De; Xia Dongmei; Li Quanzhong; Sun Weidong.,10.6084/m9.figshare.4729672.v1,Petrogenesis and tectonic implications of late Mesozoic granitoids in southern Anhui Province southeastern China,10.1080/00206814.2017.1297964,CC BY 4.0
302,3453152,Baltican crustal provenance for Cambrian-Ordovician sandstones of the Alexander terrane North American Cordillera: evidence from detrital zircon U-Pb geochronology and Hf isotope geochemistry,"P. Beranek Luke; van Staal Cees R.; McClelland William C.; Israel Steve; Mihalynuk Mitch G. (2016): Baltican crustal provenance for Cambrian–Ordovician sandstones of the Alexander terrane North American Cordillera: evidence
                  from detrital zircon U–Pb geochronology and Hf isotope geochemistry. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.3453152.v1",10.6084/m9.figshare.3453152.v1,"Baltican crustal provenance for Cambrian–Ordovician sandstones of the Alexander terrane North American Cordillera: evidence
                  from detrital zircon U–Pb geochronology and Hf isotope geochemistry",10.1144/jgs2012-028,CC BY 4.0
305,5841144,Geochronology and geochemistry of the late Neoproterozoic A-type granitic clasts in the southwestern Tarim Craton: petrogenesis and tectonic implications,Geochronology and geochemistry of the late Neoproterozoic A-type granitic clasts in the southwestern Tarim Craton: petrogenesis and tectonic implications. Taylor & Francis. Wu Guanghui; Xiao Yang; He Jinyou; Chen Zhiyong; He Shu; Zhu Guangyou.,10.6084/m9.figshare.5841144.v1,Geochronology and geochemistry of the late Neoproterozoic A-type granitic clasts in the southwestern Tarim Craton: petrogenesis and tectonic implications,10.1080/00206814.2017.1423521,CC BY 4.0
313,8258606,The 2.73 Ga I-type granites in the Lengshui Complex and implications for the Neoarchean tectonic evolution of the Yangtze Craton,The 2.73 Ga I-type granites in the Lengshui Complex and implications for the Neoarchean tectonic evolution of the Yangtze Craton. Taylor & Francis. Huang Mingda; Cui Xiaozhuang; Ren Guangming; Guo Jinwei; Ren Fei; Pang Weihua; et al..,10.6084/m9.figshare.8258606.v1,The 2.73 Ga I-type granites in the Lengshui Complex and implications for the Neoarchean tectonic evolution of the Yangtze Craton,10.1080/00206814.2019.1627591,CC BY 4.0
314,1473118,Geochronology and geochemistry of Late Triassic bimodal igneous rocks at the eastern margin of the Songnen-Zhangguangcai Range Massif Northeast China: petrogenesis and tectonic implications,Geochronology and geochemistry of Late Triassic bimodal igneous rocks at the eastern margin of the Songnen–Zhangguangcai Range Massif Northeast China: petrogenesis and tectonic implications. Taylor & Francis. Guo Peng; Xu Wen-Liang; Yu Jie-Jiang; Wang Feng; Tang Jie; Li Yu.,10.6084/m9.figshare.1473118.v3,Geochronology and geochemistry of Late Triassic bimodal igneous rocks at the eastern margin of the Songnen–Zhangguangcai Range Massif Northeast China: petrogenesis and tectonic implications,10.1080/00206814.2015.1059295,CC BY 4.0
315,11357588,Late Mesozoic tectonic evolution of the central Bangong-Nujiang Suture Zone central Tibetan Plateau,Late Mesozoic tectonic evolution of the central Bangong–Nujiang Suture Zone central Tibetan Plateau. Taylor & Francis. Li Chao; Wang G. H.; Zhao Z. B.; Du J. X.; X. X.; Zheng Y. L..,10.6084/m9.figshare.11357588.v1,Late Mesozoic tectonic evolution of the central Bangong–Nujiang Suture Zone central Tibetan Plateau,10.1080/00206814.2019.1697859,CC BY 4.0
316,12692762,Table 1 supplementary data for the paper: Detachment faulting in the Xigaze ophiolite: New constraints on its formation and implications for other ophiolites in the YZSZ southern Tibet,Li Yuan; Li R.B.; Robinson P.T.; Yang S.B. (Shengbiao); Zhang J.; Yang J.S. (2020): Table 1 supplementary data for the paper: Detachment faulting in the Xigazê ophiolite: New constraints on its formation and implications for other ophiolites in the YZSZ southern Tibet. 4TU.ResearchData. Dataset. https://doi.org/10.4121/uuid:41f45b0b-fe19-4007-a4aa-7234e08f40f1,10.4121/uuid:41f45b0b-fe19-4007-a4aa-7234e08f40f1,,,CC0
318,1591117,Detrital zircon provenance of the Wangshi and Laiyang groups of the Jiaolai basin: evidence for Early Cretaceous uplift of the Sulu orogen Eastern China,Detrital zircon provenance of the Wangshi and Laiyang groups of the Jiaolai basin: evidence for Early Cretaceous uplift of the Sulu orogen Eastern China. Taylor & Francis. Wang Jun; Chang Su-Chin; Lu Hong-Bo; Zhang Hai-Chun.,10.6084/m9.figshare.1591117.v1,Detrital zircon provenance of the Wangshi and Laiyang groups of the Jiaolai basin: evidence for Early Cretaceous uplift of the Sulu orogen Eastern China,10.1080/00206814.2015.1105728,CC BY 4.0
319,12252230,Supplemental Material: Rifting and subduction records of the Paleo-Tethys in North Laos: Constraints from Late Paleozoic mafic and plagiogranitic magmatism along the Song Ma tectonic zone,Zhang Yuzhi (2020): Supplemental Material: Rifting and subduction records of the Paleo–Tethys in North Laos: Constraints from Late Paleozoic mafic and plagiogranitic magmatism along the Song Ma tectonic zone. Geological Society of America. Journal contribution. https://doi.org/10.1130/GSAB.S.12252230,10.1130/GSAB.S.12252230,Rifting and subduction records of the Paleo–Tethys in North Laos: Constraints from Late Paleozoic mafic and plagiogranitic magmatism along the Song Ma tectonic zone,10.1130/B35537.1,CC BY-NC 4.0
321,7205153,Zircon U-Pb geochronology and Hf isotopic constraints on the petrogenesis of the Late Silurian Shidonggou granite from the Wulonggou area in the Eastern Kunlun Orogen Northwest China,Zircon U–Pb geochronology and Hf isotopic constraints on the petrogenesis of the Late Silurian Shidonggou granite from the Wulonggou area in the Eastern Kunlun Orogen Northwest China. Taylor & Francis. Ding Qing-Feng; Song Kai; Zhang Qiang; Yan Wei; Liu Fei.,10.6084/m9.figshare.7205153.v1,Zircon U–Pb geochronology and Hf isotopic constraints on the petrogenesis of the Late Silurian Shidonggou granite from the Wulonggou area in the Eastern Kunlun Orogen Northwest China,10.1080/00206814.2018.1534218,CC BY 4.0
322,3453404,Origin and evolution of Avalonia: evidence from U-Pb and Lu-Hf isotopes in zircon from the Mira terrane Canada and the Stavelot-Venn Massif Belgium,"Willner A. P.; Barr S. M.; Gerdes A.; Massonne H.-J.; White C. E. (2016): Origin and evolution of Avalonia: evidence from U–Pb and Lu–Hf isotopes in zircon from the Mira terrane Canada and the Stavelot–Venn
                  Massif Belgium. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.3453404.v1",10.6084/m9.figshare.3453404.v1,"Origin and evolution of Avalonia: evidence from U–Pb and Lu–Hf isotopes in zircon from the Mira terrane Canada and the Stavelot–Venn
                  Massif Belgium",10.1144/jgs2012-152,CC BY 4.0
324,12947522,Table S4. Detrital Zircon U-Pb data..xlsx,Li Chaopeng (2020): Table S4. Detrital Zircon U-Pb data..xlsx. figshare. Dataset. https://doi.org/10.6084/m9.figshare.12947522.v1,10.6084/m9.figshare.12947522.v1,,,CC0
325,11889408,Neoproterozoic granitoids from the Phan Si Pan Zone NW Vietnam: geochemistry and geochronology constraints on reconstructing South China-India Palaeogeography,Neoproterozoic granitoids from the Phan Si Pan Zone NW Vietnam: geochemistry and geochronology constraints on reconstructing South China – India Palaeogeography. Taylor & Francis. Minh Pham; Hieu Pham Trung; Thuy Nguyen Thi Bich; Le Tien Dung; Kawaguchi Kenta; Dung Pham Thi.,10.6084/m9.figshare.11889408.v1,Neoproterozoic granitoids from the Phan Si Pan Zone NW Vietnam: geochemistry and geochronology constraints on reconstructing South China – India Palaeogeography,10.1080/00206814.2020.1728584,CC BY 4.0
327,12187194,Supplemental material: Geochemistry and geochronology of the Jim Sage volcanic suite southern Idaho: Implications for Snake River Plain magmatism and its role in the history of Basin and Range extension,Konstantinou Alexandros; Valley John; Strickland Ariel; Miller Elizabeth L.; Fisher Chris; Vervoort Jeffrey; et al. (2013): Supplemental material: Geochemistry and geochronology of the Jim Sage volcanic suite southern Idaho: Implications for Snake River Plain magmatism and its role in the history of Basin and Range extension. Geological Society of America. Journal contribution. https://doi.org/10.1130/GES00948.S6,10.1130/GES00948.S6,Geochemistry and geochronology of the Jim Sage volcanic suite southern Idaho: Implications for Snake River Plain magmatism and its role in the history of Basin and Range extension,10.1130/GES00948.1,CC BY-NC 4.0
350,3749355,Sedimentary record of Jurassic northward subduction of the Bangong-Nujiang Ocean: insights from detrital zircons,Sedimentary record of Jurassic northward subduction of the Bangong–Nujiang Ocean: insights from detrital zircons. Taylor & Francis. Huang Tong-Tong; Xu Ji-Feng; Chen Jian-Lin; Wu Jian-bin; Zeng Yun-Chuan.,10.6084/m9.figshare.3749355.v1,Sedimentary record of Jurassic northward subduction of the Bangong–Nujiang Ocean: insights from detrital zircons,10.1080/00206814.2016.1218801,CC BY 4.0
352,5423107,Geochemical study of Cretaceous magmatic rocks in Chuzhou region low Yangtze River metallogenic belt: implications for petrogenesis and Cu-Au mineralization,Geochemical study of Cretaceous magmatic rocks in Chuzhou region low Yangtze River metallogenic belt: implications for petrogenesis and Cu–Au mineralization. Taylor & Francis. Hu Zilong; Yang Xiaoyong; Lee Insung.,10.6084/m9.figshare.5423107.v1,Geochemical study of Cretaceous magmatic rocks in Chuzhou region low Yangtze River metallogenic belt: implications for petrogenesis and Cu–Au mineralization,10.1080/00206814.2017.1373606,CC BY 4.0
353,12854090,Geochronology and geochemistry of late Jurassic-Early Cretaceous volcanic rocks in the southern Great Xing an range NE China: constraints for late Mesozoic tectono-magmatic evolution,Geochronology and geochemistry of late Jurassic–Early Cretaceous volcanic rocks in the southern Great Xing’an range NE China: constraints for late Mesozoic tectono-magmatic evolution. Taylor & Francis. Han Shi-Jiong; Wang Xi; Wang Xin; Wang Yan; Zhang Yang.,10.6084/m9.figshare.12854090.v1,Geochronology and geochemistry of late Jurassic–Early Cretaceous volcanic rocks in the southern Great Xing’an range NE China: constraints for late Mesozoic tectono-magmatic evolution,10.1080/00206814.2020.1768442,CC BY 4.0
368,3179419,Age and nature of 560-520 Ma calc-alkaline granitoids of Biarjmand northeast Iran: insights into Cadomian arc magmatism in northern Gondwana,Age and nature of 560–520 Ma calc-alkaline granitoids of Biarjmand northeast Iran: insights into Cadomian arc magmatism in northern Gondwana. Taylor & Francis. Moghadam Hadi S.; Li Xian–Hua; J. Stern Robert; Santos Jose F.; Ghorbani Ghasem; Pourmohsen Mehrdad.,10.6084/m9.figshare.3179419,Age and nature of 560–520 Ma calc-alkaline granitoids of Biarjmand northeast Iran: insights into Cadomian arc magmatism in northern Gondwana,10.1080/00206814.2016.1166461,CC BY 4.0
369,3978588,The role of mafic microgranular enclaves in the generation of Early Cretaceous granitic rocks of SE China: evidence from zircon U-Pb geochronology geochemistry and Hf isotopic data for the Liangnong pluton eastern Zhejiang Province,The role of mafic microgranular enclaves in the generation of Early Cretaceous granitic rocks of SE China: evidence from zircon U–Pb geochronology geochemistry and Hf isotopic data for the Liangnong pluton eastern Zhejiang Province. Taylor & Francis. Gao Wanli; Wang Zongxiu; Song Wanjiao; Li Chunlin.,10.6084/m9.figshare.3978588.v1,The role of mafic microgranular enclaves in the generation of Early Cretaceous granitic rocks of SE China: evidence from zircon U–Pb geochronology geochemistry and Hf isotopic data for the Liangnong pluton eastern Zhejiang Province,10.1080/00206814.2016.1236297,CC BY 4.0
370,5783151,Table 3. Zircon LA-ICP-MS U-Pb isotopic data. Petrogenesis of Early Paleozoic diorites and mafic-intermediate dykes from the eastern Qilian orogen NE Tibetan Plateau: implication for lithospheric processes,Yang He; Zhang Hongfei; Luo Biji; Gao Zhong; Tao Lu (2018): Table 3. Zircon LA–ICP–MS U–Pb isotopic data. Petrogenesis of Early Paleozoic diorites and mafic–intermediate dykes from the eastern Qilian orogen NE Tibetan Plateau: implication for lithospheric processes. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.5783151.v1,10.6084/m9.figshare.5783151.v1,,,CC BY 4.0
377,6737129,Table S1.xlsxTectonic switching of Southeast South in the late Paleozoic,Yu Jinhai (2018): Table S1.xlsxTectonic switching of Southeast South in the late Paleozoic. figshare. Dataset. https://doi.org/10.6084/m9.figshare.6737129.v2,10.6084/m9.figshare.6737129.v2,,,CC BY 4.0
384,3453836,Archaean granulite-facies paragneisses from central Swaziland: inferences on Palaeoarchaean crustal reworking and a complex metamorphic history,"Suhr Nils; Hoffmann J. Elis; Kröner Alfred; Schröder Sebastian (2016): Archaean granulite-facies paragneisses from central Swaziland: inferences on Palaeoarchaean crustal reworking and a complex
                  metamorphic history. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.3453836.v1",10.6084/m9.figshare.3453836.v1,"Archaean granulite-facies paragneisses from central Swaziland: inferences on Palaeoarchaean crustal reworking and a complex
                  metamorphic history",10.1144/jgs2014-007,CC BY 4.0
385,5883139,Zircon U-Pb ages and Hf isotopic compositions of two types of supracrustal rocks in the Northeastern Sulu UHP terrane: constraints on the surface boundary between South China and North China,Zircon U–Pb ages and Hf isotopic compositions of two types of supracrustal rocks in the Northeastern Sulu UHP terrane: constraints on the surface boundary between South China and North China. Taylor & Francis. Xu Yang; Yang Ming-Ling; Polat Ali; Yang Kun-Guang; Meng Yuan-Ku; Li Ri-Hui; et al..,10.6084/m9.figshare.5883139.v1,Zircon U–Pb ages and Hf isotopic compositions of two types of supracrustal rocks in the Northeastern Sulu UHP terrane: constraints on the surface boundary between South China and North China,10.1080/00206814.2018.1437787,CC BY 4.0
388,5625316,Mid-Late Cretaceous igneous activity in South China: the Qianjia example Hainan Island,Mid–Late Cretaceous igneous activity in South China: the Qianjia example Hainan Island. Taylor & Francis. Sun Sai-Jun; Zhang Li-Peng; Zhang Rong-Qing; Ding Xing; Zhu Hong-Li; Zhang Zhao-Feng; et al..,10.6084/m9.figshare.5625316.v1,Mid–Late Cretaceous igneous activity in South China: the Qianjia example Hainan Island,10.1080/00206814.2017.1402379,CC BY 4.0
389,5341093,Early Cretaceous K-rich rhyolites from the Duolong Cu-Au deposit southern Qiangtang China: evidence for crustal growth,Early Cretaceous K-rich rhyolites from the Duolong Cu–Au deposit southern Qiangtang China: evidence for crustal growth. Taylor & Francis. Wang Wei; Wang Ming; Li Cai; Fan Jian-Jun; Xu Wei; Dong Yu-Chao.,10.6084/m9.figshare.5341093.v1,Early Cretaceous K-rich rhyolites from the Duolong Cu–Au deposit southern Qiangtang China: evidence for crustal growth,10.1080/00206814.2017.1365632,CC BY 4.0
391,3453164,U-Pb and Hf isotope data of detrital zircons from the Barberton Greenstone Belt: constraints on provenance and Archaean crustal evolution,"Zeh Armin; Gerdes Axel; Heubeck Christoph (2016): U–Pb and Hf isotope data of detrital zircons from the Barberton Greenstone Belt: constraints on provenance and Archaean crustal
                  evolution. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.3453164.v1",10.6084/m9.figshare.3453164.v1,"U–Pb and Hf isotope data of detrital zircons from the Barberton Greenstone Belt: constraints on provenance and Archaean crustal
                  evolution",10.1144/jgs2011-162,CC BY 4.0
392,5331865,Devonian rodingite from the northern margin of the North China Craton: mantle wedge metasomatism during ocean-continent convergence,Devonian rodingite from the northern margin of the North China Craton: mantle wedge metasomatism during ocean–continent convergence. Taylor & Francis. Hu Chao-Nan; Santosh M.,10.6084/m9.figshare.5331865.v1,Devonian rodingite from the northern margin of the North China Craton: mantle wedge metasomatism during ocean–continent convergence,10.1080/00206814.2017.1365631,CC BY 4.0
399,7117805,Early Neoproterozoic evolution of Southeast Pakistan: evidence from geochemistry geochronology and isotopic composition of the Nagarparkar Igneous Complex,Early Neoproterozoic evolution of Southeast Pakistan: evidence from geochemistry geochronology and isotopic composition of the Nagarparkar Igneous Complex. Taylor & Francis. Shakoor Mastoi Abdul; Yang Xiaoyong; Deng Jianghong; Hakro Asghar A.A.D..,10.6084/m9.figshare.7117805.v1,Early Neoproterozoic evolution of Southeast Pakistan: evidence from geochemistry geochronology and isotopic composition of the Nagarparkar Igneous Complex,10.1080/00206814.2018.1512905,CC BY 4.0
400,6737141,Table S2.xlsxTectonic switching of Southeast South in the late Paleozoic,Yu Jinhai (2018): Table S2.xlsxTectonic switching of Southeast South in the late Paleozoic. figshare. Dataset. https://doi.org/10.6084/m9.figshare.6737141.v2,10.6084/m9.figshare.6737141.v2,,,CC BY 4.0
403,1258235,Localized Rejuvenation of a Crystal Mush Recorded in Zircon Temporal and Compositional Variation at the Lassen Volcanic Center Northern California,W. Klemetti Erik; A. Clynne Michael (2016): Localized Rejuvenation of a Crystal Mush Recorded in Zircon Temporal and Compositional Variation at the Lassen Volcanic Center Northern California. PLOS ONE. Dataset. https://doi.org/10.1371/journal.pone.0113157,10.1371/journal.pone.0113157,Localized Rejuvenation of a Crystal Mush Recorded in Zircon Temporal and Compositional Variation at the Lassen Volcanic Center Northern California,10.1371/journal.pone.0113157,CC BY 4.0
408,3503837,First discovery of a Palaeoproterozoic A-type granite in southern Wuyishan terrane Cathaysia Block: evidence from geochronology geochemistry and Nd-Hf-O isotopes,First discovery of a Palaeoproterozoic A-type granite in southern Wuyishan terrane Cathaysia Block: evidence from geochronology geochemistry and Nd–Hf–O isotopes. Taylor & Francis. Chen Zhi-Hong; Zhao Ling; Chen Dan-Dan; Zhao Xi-Lin; Xing Guang-Fu.,10.6084/m9.figshare.3503837.v1,First discovery of a Palaeoproterozoic A-type granite in southern Wuyishan terrane Cathaysia Block: evidence from geochronology geochemistry and Nd–Hf–O isotopes,10.1080/00206814.2016.1212285,CC BY 4.0
410,3453044,Middle Triassic arc magmatism along the northeastern margin of the Tibet: U -Pb and Lu-Hf zircon characterization of the Gangcha complex in the West Qinling terrane central China,"Guo Xianqing; Yan Zhen; Wang Zongqi; Wang Tao; Hou Kejun; Fu Changlei; et al. (2016): Middle Triassic arc magmatism along the northeastern margin of the Tibet: U–Pb and Lu–Hf zircon characterization of the Gangcha
                  complex in the West Qinling terrane central China. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.3453044.v1",10.6084/m9.figshare.3453044.v1,"Middle Triassic arc magmatism along the northeastern margin of the Tibet: U–Pb and Lu–Hf zircon characterization of the Gangcha
                  complex in the West Qinling terrane central China",10.1144/0016-76492011-083,CC BY 4.0
431,11889624,Slab roll-back and crustal growth in the Eastern Junggar terrane NW China: evidence from Carboniferous A-type granitoids and adakitic rocks,Slab roll-back and crustal growth in the Eastern Junggar terrane NW China: evidence from Carboniferous A-type granitoids and adakitic rocks. Taylor & Francis. Liu Dongdong; Zhang Chen; Li Canxing; Guo Jing; Zhang Ziya; Huang Zhixin; et al..,10.6084/m9.figshare.11889624.v1,Slab roll-back and crustal growth in the Eastern Junggar terrane NW China: evidence from Carboniferous A-type granitoids and adakitic rocks,10.1080/00206814.2020.1730248,CC BY 4.0
438,4737838,Triassic ore-bearing and barren porphyries in the Zhongdian Arc of SW China: implications for the subduction of the Palaeo-Tethys Ocean,Triassic ore-bearing and barren porphyries in the Zhongdian Arc of SW China: implications for the subduction of the Palaeo-Tethys Ocean. Taylor & Francis. Wang Peng; Dong Guochen; Santosh M.; Li Xuefeng; Dong Meiling.,10.6084/m9.figshare.4737838.v1,Triassic ore-bearing and barren porphyries in the Zhongdian Arc of SW China: implications for the subduction of the Palaeo-Tethys Ocean,10.1080/00206814.2017.1285256,CC BY 4.0
