fsdownload_num,article_id,title,data_citation,data_doi,paper_title,paper_doi,license
146,2290369,Devonian magmatism in the accretionary complex of southern Chile.,Hervé F.; Calderon M.; Fanning C.M.; Pankhurst R.J.; Fuentes F.; Rapela C.W.; et al. (2016): Devonian magmatism in the accretionary complex of southern Chile.. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.2290369.v1,10.6084/m9.figshare.2290369.v1,,,CC BY 4.0
148,1414164,Provenance of detrital zircons in the Late Triassic Sichuan foreland basin: constraints on the evolution of the Qinling Orogen and Longmen Shan thrust-fold belt in central China,Provenance of detrital zircons in the Late Triassic Sichuan foreland basin: constraints on the evolution of the Qinling Orogen and Longmen Shan thrust-fold belt in central China. Taylor & Francis. Zhang Yong; Jia Dong; Shen Li; Yin Hongwei; Chen Zhuxin; Li Haibin; et al..,10.6084/m9.figshare.1414164.v3,Provenance of detrital zircons in the Late Triassic Sichuan foreland basin: constraints on the evolution of the Qinling Orogen and Longmen Shan thrust-fold belt in central China,10.1080/00206814.2015.1027967,CC BY 4.0
149,7791803,Geochronological and geochemical constraints on Late Cryogenian to Early Ediacaran magmatic rocks on the northern Tarim Craton: implications for tectonic setting and affinity with Gondwana,Geochronological and geochemical constraints on Late Cryogenian to Early Ediacaran magmatic rocks on the northern Tarim Craton: implications for tectonic setting and affinity with Gondwana. Taylor & Francis. Xiao Yang; Wu Guanghui; Vandyk Thomas Matthew; You Lingxia.,10.6084/m9.figshare.7791803.v1,Geochronological and geochemical constraints on Late Cryogenian to Early Ediacaran magmatic rocks on the northern Tarim Craton: implications for tectonic setting and affinity with Gondwana,10.1080/00206814.2019.1581847,CC BY 4.0
151,12854147,The evolution of the southern Namibian Karoo-aged basins: implications from detrital zircon geochronologic and geochemistry data,The evolution of the southern Namibian Karoo-aged basins: implications from detrital zircon geochronologic and geochemistry data. Taylor & Francis. Zieger J.; Stutzriemer M.; Hofmann M.; Gärtner A.; Gerdes A.; Marko L.; et al..,10.6084/m9.figshare.12854147.v1,The evolution of the southern Namibian Karoo-aged basins: implications from detrital zircon geochronologic and geochemistry data,10.1080/00206814.2020.1795732,CC BY 4.0
152,5829711,Cretaceous A-type volcanic-intrusive rocks and simultaneous mafic rocks along the Gan-Hang Tectonic Belt Southeast China: petrogenesis and implications for the transition of crust–mantle interaction,Cretaceous A-type volcanic–intrusive rocks and simultaneous mafic rocks along the Gan-Hang Tectonic Belt Southeast China: petrogenesis and implications for the transition of crust–mantle interaction. Taylor & Francis. Wang Hong-Zuo; Chen Pei-Rong; Wang Kai-Xing; Ling Hong-Fei; Wu Jun-Qi; Tang Jiang-Wei; et al..,10.6084/m9.figshare.5829711.v1,Cretaceous A-type volcanic–intrusive rocks and simultaneous mafic rocks along the Gan-Hang Tectonic Belt Southeast China: petrogenesis and implications for the transition of crust–mantle interaction,10.1080/00206814.2018.1428829,CC BY 4.0
157,9981419,Detrital zircon provenance and palaeogeographic implications of the Ediacaran Shigu Group in the Zhongza Terrane SW China,Detrital zircon provenance and palaeogeographic implications of the Ediacaran Shigu Group in the Zhongza Terrane SW China. Taylor & Francis. Su Bingrui; Cui Xiaozhuang; Tian Jingchun; Lai Chun Kit; Ren Fei; Ren Guangming; et al..,10.6084/m9.figshare.9981419.v1,Detrital zircon provenance and palaeogeographic implications of the Ediacaran Shigu Group in the Zhongza Terrane SW China,10.1080/00206814.2019.1678201,CC BY 4.0
158,5195593,MC-LA-ICP-MS zircon Hf isotope compositions. Stenian-Tonian arc magmatism in west-central Madagascar: the genesis of the Dabolava Suite,Archibald Donnelly B.; Collins Alan S.; Foden John D.; Payne Justin L.; Macey Paul H.; Holden Peter; et al. (2017): MC-LA-ICP-MS zircon Hf isotope compositions. Stenian–Tonian arc magmatism in west–central Madagascar: the genesis of the Dabolava Suite. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.5195593.v1,10.6084/m9.figshare.5195593.v1,,,CC BY 4.0
162,4959938,O and Hf isotope data. Zircon O- and Hf-isotope constraints on the genesis and tectonic significance of Permian magmatism in Patagonia,Castillo Paula; Fanning C. Mark; Pankhurst Robert J.; Hervé Francisco; Rapela Carlos W. (2017): O and Hf isotope data. Zircon O- and Hf-isotope constraints on the genesis and tectonic significance of Permian magmatism in Patagonia. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.4959938.v1,10.6084/m9.figshare.4959938.v1,,,CC BY 4.0
164,8034761,Hf isotopic results of detrital zircons from all samples. Detrital zircon record from major rivers of Luzon Island: Implications for Cenozoic continental growth in Southeast Asia,Tsai Chia-Hsin; Shyu J Bruce H; Chung Sun-Lin; Ramos Noelynna T.; Lee Hao-Yang (2019): Hf isotopic results of detrital zircons from all samples. Detrital zircon record from major rivers of Luzon Island: Implications for Cenozoic continental growth in Southeast Asia. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.8034761.v1,10.6084/m9.figshare.8034761.v1,,,CC BY 4.0
165,12274991,Supplemental Material: Provenance and tectonic setting of late Paleozoic sedimentary rocks from the Alxa Tectonic Belt (NW China): Implications for accretionary tectonics of the southern Central Asian Orogenic Belt,Song Dongfang (2020): Supplemental Material: Provenance and tectonic setting of late Paleozoic sedimentary rocks from the Alxa Tectonic Belt (NW China): Implications for accretionary tectonics of the southern Central Asian Orogenic Belt. Geological Society of America. Journal contribution. https://doi.org/10.1130/GSAB.S.12274991.v1,10.1130/GSAB.S.12274991.v1,Provenance and tectonic setting of late Paleozoic sedimentary rocks from the Alxa Tectonic Belt (NW China): Implications for accretionary tectonics of the southern Central Asian Orogenic Belt,10.1130/B35652.1,CC BY-NC 4.0
166,4565293,Early cretaceous ophiolites of the Yarlung Zangbo Suture Zone: insights from dolerites and peridotites from the Baer upper mantle suite SW Tibet (China),Early cretaceous ophiolites of the Yarlung Zangbo Suture Zone: insights from dolerites and peridotites from the Baer upper mantle suite SW Tibet (China). Taylor & Francis. Zheng Hao; Huang Qiang-tai; Kapsiotis Argyrios; Xia Bin; Yin Zheng-xin; Zhong Yun; et al..,10.6084/m9.figshare.4565293.v1,Early cretaceous ophiolites of the Yarlung Zangbo Suture Zone: insights from dolerites and peridotites from the Baer upper mantle suite SW Tibet (China),10.1080/00206814.2016.1276867,CC BY 4.0
167,12190881,Supplemental Material: Identification of a new source for the Triassic Langjiexue Group: Evidence from a gabbro-diorite complex in the Gangdese magmatic belt and zircon microstructures from sandstones in the Tethyan Himalaya southern Tibet,Ma Xuxuan; Xu Zhiqin; Zhao Zhongbao; Yi Zhiyu (2020): Supplemental Material: Identification of a new source for the Triassic Langjiexue Group: Evidence from a gabbro-diorite complex in the Gangdese magmatic belt and zircon microstructures from sandstones in the Tethyan Himalaya southern Tibet. Geological Society of America. Journal contribution. https://doi.org/10.1130/GES02154.S1,10.1130/GES02154.S1,Identification of a new source for the Triassic Langjiexue Group: Evidence from a gabbro-diorite complex in the Gangdese magmatic belt and zircon microstructures from sandstones in the Tethyan Himalaya southern Tibet,10.1130/GES02154.1,CC BY-NC 4.0
169,12408554,Data_ Origin of hydrous magma_Baishiquan and Tianyu,Tang Dongmei (2020): Data_ Origin of hydrous magma_Baishiquan and Tianyu. figshare. Dataset. https://doi.org/10.6084/m9.figshare.12408554.v2,10.6084/m9.figshare.12408554.v2,,,CC BY 4.0
170,12268520,Supplemental Material: Ordo-Silurian assemblage in the Indochina interior: Geochronological elemental and Sr-Nd-Pb-Hf-O isotopic constraints of early Paleozoic granitoids in South Laos,Wang Yuejun (2020): Supplemental Material: Ordo-Silurian assemblage in the Indochina interior: Geochronological elemental and Sr-Nd-Pb-Hf-O isotopic constraints of early Paleozoic granitoids in South Laos. Geological Society of America. Journal contribution. https://doi.org/10.1130/GSAB.S.12268520,10.1130/GSAB.S.12268520,Ordo-Silurian assemblage in the Indochina interior: Geochronological elemental and Sr-Nd-Pb-Hf-O isotopic constraints of early Paleozoic granitoids in South Laos,10.1130/B35605.1,CC BY-NC 4.0
173,1468403,Age nature and origin of Ordovician Zhibenshan granite from the Baoshan terrane in the Sanjiang region and its significance for understanding Proto-Tethys evolution,Age nature and origin of Ordovician Zhibenshan granite from the Baoshan terrane in the Sanjiang region and its significance for understanding Proto-Tethys evolution. Taylor & Francis. Wang Changming; Deng Jun; Lu Yongjun; Bagas Leon; Kemp A.I.S.; Campbell McCuaig T..,10.6084/m9.figshare.1468403.v2,Age nature and origin of Ordovician Zhibenshan granite from the Baoshan terrane in the Sanjiang region and its significance for understanding Proto-Tethys evolution,10.1080/00206814.2015.1043358,CC BY 4.0
174,3453677,A Timanian foreland basin setting for the late Neoproterozoic-Early Palaeozoic cover sequences (Dividal Group) of northeasternBaltica,"Andresen Arild; Agyei-Dwarko Nana Yaw; Kristoffersen Magnus; Hanken Nils-Martin (2016): A Timanian foreland basin setting for the late Neoproterozoic–Early Palaeozoic cover sequences (Dividal Group) of northeastern
                  Baltica. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.3453677.v1",10.6084/m9.figshare.3453677.v1,"A Timanian foreland basin setting for the late Neoproterozoic–Early Palaeozoic cover sequences (Dividal Group) of northeastern
                  Baltica",10.1144/SP390.29,CC BY 4.0
175,5798844,Geochemistry zircon U-Pb geochronology and Hf isotopes of Jurassic-Cretaceous granites in the Tengchong terrane SW China: implications for the Mesozoic tectono-magmatic evolution of the Eastern Tethyan Tectonic Domain,Geochemistry zircon U–Pb geochronology and Hf isotopes of Jurassic-Cretaceous granites in the Tengchong terrane SW China: implications for the Mesozoic tectono-magmatic evolution of the Eastern Tethyan Tectonic Domain. Taylor & Francis. Cao Hua-Wen; Zhang Yun-Hui; Tang Li; Hollis Steven P.; Zhang Shou-Ting; Pei Qiu-Ming; et al..,10.6084/m9.figshare.5798844.v1,Geochemistry zircon U–Pb geochronology and Hf isotopes of Jurassic-Cretaceous granites in the Tengchong terrane SW China: implications for the Mesozoic tectono-magmatic evolution of the Eastern Tethyan Tectonic Domain,10.1080/00206814.2017.1422445,CC BY 4.0
177,3452852,Hafnium isotope record of the Ancient Gneiss Complex Swaziland southern Africa: evidence for Archaean crust-mantle formation and crust reworking between 3.66 and 2.73 Ga,"Zeh Armin; Gerdes Axel; Millonig Leo (2016): Hafnium isotope record of the Ancient Gneiss Complex Swaziland southern Africa: evidence for Archaean crust–mantle formation
                  and crust reworking between 3.66 and 2.73 Ga. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.3452852",10.6084/m9.figshare.3452852,"Hafnium isotope record of the Ancient Gneiss Complex Swaziland southern Africa: evidence for Archaean crust–mantle formation
                  and crust reworking between 3.66 and 2.73 Ga",10.1144/0016-76492010-117,CC BY 4.0
179,7957676,Table S3. Middle Paleozoic ridge subduction in Central Beishan of southern Altaids: Evidence from geochemical Sr-Nd and zircon U-Pb-Hf-O isotopic data of Gongpoquan volcanic rocks,Zheng Rongguo; Li Jinyi; Xiao Wenjiao (2019): Table S3. Middle Paleozoic ridge subduction in Central Beishan of southern Altaids: Evidence from geochemical Sr–Nd and zircon U–Pb–Hf–O isotopic data of Gongpoquan volcanic rocks. Geological Society of London. Journal contribution. https://doi.org/10.6084/m9.figshare.7957676.v1,10.6084/m9.figshare.7957676.v1,,,CC BY 4.0
181,7895495,Supporting information.docx,Wang Xinsong (2019): Supporting information.docx. figshare. Journal contribution. https://doi.org/10.6084/m9.figshare.7895495.v1,10.6084/m9.figshare.7895495.v1,,,CC BY 4.0
183,3453551,Tectonomagmatic evolution of the Early Ordovician suprasubduction-zone ophiolites of the Trondheim Region Mid-Norwegian Caledonides,Slagstad Trond; Pin Christian; Roberts David; Kirkland Christopher L.; Grenne Tor; Dunning Greg; et al. (2016): Tectonomagmatic evolution of the Early Ordovician suprasubduction-zone ophiolites of the Trondheim Region Mid-Norwegian Caledonides. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.3453551.v1,10.6084/m9.figshare.3453551.v1,Tectonomagmatic evolution of the Early Ordovician suprasubduction-zone ophiolites of the Trondheim Region Mid-Norwegian Caledonides,10.1144/SP390.11,CC BY 4.0
184,3454955,Isotope geochemistry and revised geochronology of the Purrido Ophiolite (Cabo Ortegal Complex NW Iberian Massif): Devonian magmatism with mixed sources and involved Mesoproterozoic basement,"Martínez Sonia Sánchez; Arenas Ricardo; Gerdes Axel; Castiñeiras Pedro; Potrel Alain; Fernández-Suárez Javier (2016): Isotope geochemistry and revised geochronology of the Purrido Ophiolite (Cabo Ortegal Complex NW Iberian Massif): Devonian
                  magmatism with mixed sources and involved Mesoproterozoic basement. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.3454955.v1",10.6084/m9.figshare.3454955.v1,"Isotope geochemistry and revised geochronology of the Purrido Ophiolite (Cabo Ortegal Complex NW Iberian Massif): Devonian
                  magmatism with mixed sources and involved Mesoproterozoic basement",10.1144/0016-76492010-065,CC BY 4.0
185,1132661,Zircon ages and Hf isotopic compositions of plutonic rocks from the Central Tianshan (Xinjiang northwest China) and their significance for early to mid-Palaeozoic crustal evolution,Zircon ages and Hf isotopic compositions of plutonic rocks from the Central Tianshan (Xinjiang northwest China) and their significance for early to mid-Palaeozoic crustal evolution. Taylor & Francis. Liu Dunyi; Zhang Wei; Shi Yuruo; Jian Ping; Kröner Alfred; Jahn Bor-Ming; et al..,10.6084/m9.figshare.1132661.v1,Zircon ages and Hf isotopic compositions of plutonic rocks from the Central Tianshan (Xinjiang northwest China) and their significance for early to mid-Palaeozoic crustal evolution,10.1080/00206814.2014.942807,CC BY 4.0
188,7660721,Table S3. Lu-Hf analyses. Age origin and palaeogeography of the Southern Irumide Belt Zambia,Alessio Brandon L.; Collins Alan S.; Clark Chris; Glorie Stijn; Siegfried Pete R.; Taylor Richard (2019): Table S3. Lu–Hf analyses. Age origin and palaeogeography of the Southern Irumide Belt Zambia. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.7660721.v1,10.6084/m9.figshare.7660721.v1,,,CC BY 4.0
193,5427268,Formation of the Permian Taipinggou igneous rocks north of Luobei (Northeast China): implications for the subduction of the Mudanjiang Ocean beneath the Bureya-Jiamusi Massif,Formation of the Permian Taipinggou igneous rocks north of Luobei (Northeast China): implications for the subduction of the Mudanjiang Ocean beneath the Bureya–Jiamusi Massif. Taylor & Francis. Dong Yu; He Zhong-hua; Ren Zi-hui; Ge Wen-chun; Yang Hao; Ji Zheng; et al..,10.6084/m9.figshare.5427268.v1,Formation of the Permian Taipinggou igneous rocks north of Luobei (Northeast China): implications for the subduction of the Mudanjiang Ocean beneath the Bureya–Jiamusi Massif,10.1080/00206814.2017.1378130,CC BY 4.0
196,13289291,Supplemental Material: Age and deposition of the Fort Crittenden Formation: A window into Late Cretaceous Laramide and Cenozoic tectonics in southeastern Arizona,Caylor Emilia A.; al. et (2020): Supplemental Material: Age and deposition of the Fort Crittenden Formation: A window into Late Cretaceous Laramide and Cenozoic tectonics in southeastern Arizona. Geological Society of America. Journal contribution. https://doi.org/10.1130/GSAB.S.13289291.v3,10.1130/GSAB.S.13289291.v3,Age and deposition of the Fort Crittenden Formation: A window into Late Cretaceous Laramide and Cenozoic tectonics in southeastern Arizona,10.1130/B35808.1,CC BY-NC 4.0
198,4818031,Tracking deep ancient crustal components by xenocrystic/inherited zircons of Palaeozoic felsic igneous rocks from the Altai-East Junggar terrane and adjacent regions western Central Asian Orogenic Belt and its tectonic significance,Tracking deep ancient crustal components by xenocrystic/inherited zircons of Palaeozoic felsic igneous rocks from the Altai–East Junggar terrane and adjacent regions western Central Asian Orogenic Belt and its tectonic significance. Taylor & Francis. Zhang Jianjun; Wang Tao; Tong Ying; Zhang Zhaochong; Song Peng; Zhang Lei; et al..,10.6084/m9.figshare.4818031.v1,Tracking deep ancient crustal components by xenocrystic/inherited zircons of Palaeozoic felsic igneous rocks from the Altai–East Junggar terrane and adjacent regions western Central Asian Orogenic Belt and its tectonic significance,10.1080/00206814.2017.1308841,CC BY 4.0
206,7880405,Appendices 2 and 3. Sample description and concordia plot. Middle-late Mesoproterozoic tectonic  geography of the North Australia Craton: U-Pb and Hf isotopes of detrital zircon grains in the Beetaloo Sub basin Northern Territory Australia.,Yang B.; Collins A. S.; Blades M. L.; Capogreco N.; Payne J. L.; Munson T. J.; et al. (2019): Appendices 2 and 3. Sample description and concordia plot. Middle-late Mesoproterozoic tectonic  geography of the North Australia Craton: U–Pb and Hf isotopes of detrital zircon grains in the Beetaloo Sub basin Northern Territory Australia.. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.7880405.v1,10.6084/m9.figshare.7880405.v1,,,CC BY 4.0
208,12534503,Supplemental material: Tracing crustal evolution by U-Th-Pb Sm-Nd and Lu-Hf isotopes in detrital monazite and zircon from modern rivers,Liu X.-C.; al. et (2017): Supplemental material: Tracing crustal evolution by U-Th-Pb Sm-Nd and Lu-Hf isotopes in detrital monazite and zircon from modern rivers. Geological Society of America. Journal contribution. https://doi.org/10.1130/2017026,10.1130/2017026,Tracing crustal evolution by U-Th-Pb Sm-Nd and Lu-Hf isotopes in detrital monazite and zircon from modern rivers,10.1130/G38720.1,CC BY-NC 4.0
209,12854117,Detrital zircon U-Pb ages of the late Mesoproterozoic-Neoproterozoic Qiaotou formation in the Liao-Ji area of the North China Craton: implications for Rodinia reconstruction,Detrital zircon U-Pb ages of the late Mesoproterozoic–Neoproterozoic Qiaotou formation in the Liao-Ji area of the North China Craton: implications for Rodinia reconstruction. Taylor & Francis. Wen Zhang; Fulai Liu; Chaohui Liu.,10.6084/m9.figshare.12854117.v1,Detrital zircon U-Pb ages of the late Mesoproterozoic–Neoproterozoic Qiaotou formation in the Liao-Ji area of the North China Craton: implications for Rodinia reconstruction,10.1080/00206814.2020.1762250,CC BY 4.0
210,1229936,New data on detrital zircons from the sandstones of the lower Cambrian Brusov Formation (White Sea region East-European Craton): unravelling the timing of the onset of the Arctida-Baltica collision,New data on detrital zircons from the sandstones of the lower Cambrian Brusov Formation (White Sea region East-European Craton): unravelling the timing of the onset of the Arctida–Baltica collision. Taylor & Francis. Kuznetsov N.B.; Belousova E.A.; Alekseev A.S.; Romanyuk T.V..,10.6084/m9.figshare.1229936.v4,New data on detrital zircons from the sandstones of the lower Cambrian Brusov Formation (White Sea region East-European Craton): unravelling the timing of the onset of the Arctida–Baltica collision,10.1080/00206814.2014.977968,CC BY 4.0
215,11988531,Devonian arc-related granitoids in the Northwestern Chinese Tianshan Central Asian Orogenic Belt: implications for the bending of the Kazakhstan Orocline,Devonian arc-related granitoids in the Northwestern Chinese Tianshan Central Asian Orogenic Belt: implications for the bending of the Kazakhstan Orocline. Taylor & Francis. Sun Minjia; Cai Keda; Sun Min; Wan Bo; Wang Xiangsong; Bao Zihe.,10.6084/m9.figshare.11988531.v1,Devonian arc-related granitoids in the Northwestern Chinese Tianshan Central Asian Orogenic Belt: implications for the bending of the Kazakhstan Orocline,10.1080/00206814.2020.1737975,CC BY 4.0
219,13377008,Supplemental Material: Protracted northward drifting of South China during the assembly of Gondwana: Constraints from the spatial-temporal provenance comparison of Neoproterozoic-Cambrian strata,Chen Qiong; Zhao Guochun; al. et (2020): Supplemental Material: Protracted northward drifting of South China during the assembly of Gondwana: Constraints from the spatial-temporal provenance comparison of Neoproterozoic–Cambrian strata. Geological Society of America. Journal contribution. https://doi.org/10.1130/GSAB.S.13377008.v1,10.1130/GSAB.S.13377008.v1,Protracted northward drifting of South China during the assembly of Gondwana: Constraints from the spatial-temporal provenance comparison of Neoproterozoic–Cambrian strata,10.1130/B35791.1,CC BY-NC 4.0
220,9823535,Supplementary Table SBK 2. Age and isotope geochemistry of magmatic rocks of the Lohit plutonic complex eastern Himalaya: Implications for the evolution of Transhimalayan arc magmatism,Bikramaditya R.K.; Chung Sun-Lin; Singh A. Krishnakanta; Lee Hao-Yang; Lin Te-Hsien; Iizuka Yoshiyuki (2019): Supplementary Table SBK 2. Age and isotope geochemistry of magmatic rocks of the Lohit plutonic complex eastern Himalaya: Implications for the evolution of Transhimalayan arc magmatism. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.9823535.v1,10.6084/m9.figshare.9823535.v1,,,CC BY 4.0
229,2067126,Zircon ages and Hf isotopic compositions of Permian and Triassic A-type granites from central Inner Mongolia and their significance for late Palaeozoic and early Mesozoic evolution of the Central Asian Orogenic Belt,Zircon ages and Hf isotopic compositions of Permian and Triassic A-type granites from central Inner Mongolia and their significance for late Palaeozoic and early Mesozoic evolution of the Central Asian Orogenic Belt. Taylor & Francis. Shi Yuruo; Lawford Anderson J.; Li Linlin; Ding Jing; Liu Cui; Zhang Wei; et al..,10.6084/m9.figshare.2067126.v1,Zircon ages and Hf isotopic compositions of Permian and Triassic A-type granites from central Inner Mongolia and their significance for late Palaeozoic and early Mesozoic evolution of the Central Asian Orogenic Belt,10.1080/00206814.2016.1138333,CC BY 4.0
231,1181864,Crust-mantle interaction triggered by oblique subduction of the Pacific plate: geochronological geochemical and Hf isotopic evidence from the Early Cretaceous volcanic rocks of Zhejiang Province southeast China,Crust–mantle interaction triggered by oblique subduction of the Pacific plate: geochronological geochemical and Hf isotopic evidence from the Early Cretaceous volcanic rocks of Zhejiang Province southeast China. Taylor & Francis. Li Chunlin; Wang Zongxiu; Wang Duixing; Cao Wentao; Yu Xinqi; Zhou Gaozhi; et al..,10.6084/m9.figshare.1181864.v2,Crust–mantle interaction triggered by oblique subduction of the Pacific plate: geochronological geochemical and Hf isotopic evidence from the Early Cretaceous volcanic rocks of Zhejiang Province southeast China,10.1080/00206814.2014.956347,CC BY 4.0
232,13352656,The Siah Cheshmeh-Khoy-Misho-Tabriz fault (NW Iran) is a cryptic neotethys suture: evidence from detrital zircon geochronology Hf isotopes and provenance analysis,The Siah Cheshmeh-Khoy-Misho-Tabriz fault (NW Iran) is a cryptic neotethys suture: evidence from detrital zircon geochronology Hf isotopes and provenance analysis. Taylor & Francis. Mohammadi Ali; Burg Jean-Pierre; Guillong Marcel.,10.6084/m9.figshare.13352656.v1,The Siah Cheshmeh-Khoy-Misho-Tabriz fault (NW Iran) is a cryptic neotethys suture: evidence from detrital zircon geochronology Hf isotopes and provenance analysis,10.1080/00206814.2020.1845992,CC BY 4.0
233,1297338,Late Devonian closure of the North Qilian Ocean: evidence from detrital zircon U-Pb geochronology and Hf isotopes in the eastern North Qilian Orogenic Belt,Late Devonian closure of the North Qilian Ocean: evidence from detrital zircon U–Pb geochronology and Hf isotopes in the eastern North Qilian Orogenic Belt. Taylor & Francis. Yuan Wei; Yang Zhenyu.,10.6084/m9.figshare.1297338.v2,Late Devonian closure of the North Qilian Ocean: evidence from detrital zircon U–Pb geochronology and Hf isotopes in the eastern North Qilian Orogenic Belt,10.1080/00206814.2014.999357,CC BY 4.0
234,9778340,Shallow reworking of magmatic zircon grains of latest Neoproterozoic (Timanian) age in serpentinite of the Voykar Massif Polar Urals: new constraints from U-Pb isotopic data and first trace elements and Lu-Hf isotopic data,Shallow reworking of magmatic zircon grains of latest Neoproterozoic (Timanian) age in serpentinite of the Voykar Massif Polar Urals: new constraints from U-Pb isotopic data and first trace elements and Lu-Hf isotopic data. Taylor & Francis. Koglin Nikola; Estrada Solveig; Gerdes Axel.,10.6084/m9.figshare.9778340.v1,Shallow reworking of magmatic zircon grains of latest Neoproterozoic (Timanian) age in serpentinite of the Voykar Massif Polar Urals: new constraints from U-Pb isotopic data and first trace elements and Lu-Hf isotopic data,10.1080/11035897.2019.1621371,CC BY 4.0
235,3454805,On the difficulty of assigning crustal residence magmatic protolith and metamorphic ages to Lewisian granulites: constraints from combined in situ U-Pb and Lu-Hf isotopes,"Whitehouse M. J.; Kemp A. I. S. (2016): On the difficulty of assigning crustal residence magmatic protolith and metamorphic ages to Lewisian granulites: constraints
                  from combined <em>in situ</em> U–Pb and Lu–Hf isotopes. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.3454805.v1",10.6084/m9.figshare.3454805.v1,"On the difficulty of assigning crustal residence magmatic protolith and metamorphic ages to Lewisian granulites: constraints
                  from combined <em>in situ</em> U–Pb and Lu–Hf isotopes",10.1144/SP335.5,CC BY 4.0
237,3454952,Provenance and exhumation of an exotic eclogite-bearing nappe in the Caledonides: a U-Pb and Rb-Sr study of the Jaeren nappe SW Norway,"Smit M.A.; Bröcker M.; Kooijman E.; Scherer E.E. (2016): Provenance and exhumation of an exotic eclogite-bearing nappe in the Caledonides: a U–Pb and Rb–Sr study of the Jæren nappe
                  SW Norway. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.3454952.v1",10.6084/m9.figshare.3454952.v1,"Provenance and exhumation of an exotic eclogite-bearing nappe in the Caledonides: a U–Pb and Rb–Sr study of the Jæren nappe
                  SW Norway",10.1144/0016-76492010-096,CC BY 4.0
239,12188949,Supplemental material: Cogenetic origin of mafic microgranular enclaves in calc-alkaline granitoids: The Permian plutons in the northern North China Block,Zhang Shuan-Hong; Zhao Yue (2017): Supplemental material: Cogenetic origin of mafic microgranular enclaves in calc-alkaline granitoids: The Permian plutons in the northern North China Block. Geological Society of America. Journal contribution. https://doi.org/10.1130/GES01407.S2,10.1130/GES01407.S2,Cogenetic origin of mafic microgranular enclaves in calc-alkaline granitoids: The Permian plutons in the northern North China Block,10.1130/GES01407.1,CC BY-NC 4.0
241,13345328,Stewart Island geochronology New Zealand,Scott James (2020): Stewart Island geochronology New Zealand. figshare. Dataset. https://doi.org/10.6084/m9.figshare.13345328.v1,10.6084/m9.figshare.13345328.v1,,,CC BY 4.0
242,5260411,Petrogenesis and tectonic implications of early Palaeozoic igneous rocks of the western South Qilian Belt central China,Petrogenesis and tectonic implications of early Palaeozoic igneous rocks of the western South Qilian Belt central China. Taylor & Francis. Wang Dongsheng; Wang Tao; Yan Jing; Lin Xin.,10.6084/m9.figshare.5260411.v1,Petrogenesis and tectonic implications of early Palaeozoic igneous rocks of the western South Qilian Belt central China,10.1080/00206814.2017.1356247,CC BY 4.0
245,3453464,A Hf-isotope perspective on continent formation in the south Peruvian Andes,Boekhout Flora; Roberts Nick M. W.; Gerdes Axel; Schaltegger Urs (2016): A Hf-isotope perspective on continent formation in the south Peruvian Andes. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.3453464.v1,10.6084/m9.figshare.3453464.v1,A Hf-isotope perspective on continent formation in the south Peruvian Andes,10.1144/SP389.6,CC BY 4.0
246,3454901,Evolution of the Archaean Karelian Province in the Fennoscandian Shield in the light of U-Pb zircon ages and Sm-Nd and Lu-Hf isotope systematics,"Lauri Laura S.; Andersen Tom; Hölttä Pentti; Huhma Hannu; Graham Stuart (2016): Evolution of the Archaean Karelian Province in the Fennoscandian Shield in the light of U–Pb zircon ages and Sm–Nd and Lu–Hf
                  isotope systematics. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.3454901.v1",10.6084/m9.figshare.3454901.v1,"Evolution of the Archaean Karelian Province in the Fennoscandian Shield in the light of U–Pb zircon ages and Sm–Nd and Lu–Hf
                  isotope systematics",10.1144/0016-76492009-159,CC BY 4.0
248,3453947,Zircon provenance of SW Caledonian phyllites reveals a distant Timanian sediment source,Slama Jiri; B. Pedersen Rolf (2016): Zircon provenance of SW Caledonian phyllites reveals a distant Timanian sediment source. Geological Society of London. Dataset. https://doi.org/10.6084/m9.figshare.3453947.v1,10.6084/m9.figshare.3453947.v1,Zircon provenance of SW Caledonian phyllites reveals a distant Timanian sediment source,10.1144/jgs2014-143,CC BY 4.0
